350.860 1236.988 350 1236 lc/lc_5266311361589320832 1
297.058 1190.577 297 1190 lc/lc_5266271091973810048 1
325.245 1247.251 325 1247 lc/lc_5266314728851724928 1
415.420 1274.627 415 1274 lc/lc_5266320638719214976 1
323.541 1243.508 323 1243 lc/lc_5266314625764050432 1
341.429 1247.975 341 1247 lc/lc_5266314213447308160 1
302.913 1174.973 302 1174 lc/lc_5266267415481732480 1
234.052 1156.516 234 1156 lc/lc_5266273707618363008 1
254.705 1159.639 254 1159 lc/lc_5266263021739384448 1
288.895 1168.421 288 1168 lc/lc_5266266144187894656 1
244.009 1164.136 244 1164 lc/lc_5266274257374176768 1
398.080 1284.727 398 1284 lc/lc_5266324727528174976 1
384.527 1231.742 384 1231 lc/lc_5266301779524184832 1
334.604 1196.647 334 1196 lc/lc_5266292532450644352 1
377.332 1274.905 377 1274 lc/lc_5266323318778712960 1
278.292 1206.280 278 1206 lc/lc_5266287172332304384 1
288.518 1175.914 288 1175 lc/lc_5266269442706290048 1
272.655 1198.485 272 1198 lc/lc_5266280987579878784 1
366.244 1234.028 366 1234 lc/lc_5266299649220539264 1
394.269 1238.198 394 1238 lc/lc_5266303424489730944 1
253.850 1188.591 253 1188 lc/lc_5266280334744219008 1
409.851 1296.662 409 1296 lc/lc_5266326101917875968 1
373.246 1268.580 373 1268 lc/lc_5266322356705945600 1
248.459 1193.458 248 1193 lc/lc_5266279956787120896 1
389.071 1261.114 389 1261 lc/lc_5266318615788406144 1
329.011 1186.902 329 1186 lc/lc_5266291368523345664 1
231.655 1189.157 231 1189 lc/lc_5266326479872822656 1
321.816 1225.344 321 1225 lc/lc_5266286553857623424 1
231.445 1195.003 231 1195 lc/lc_5266326827772905472 1
379.605 1279.197 379 1279 lc/lc_5266323971613802880 1
328.492 1234.152 328 1234 lc/lc_5266313393107852672 1
373.590 1242.640 373 1242 lc/lc_5266305864030894592 1
309.616 1218.086 309 1218 lc/lc_5266286210258904576 1
293.832 1193.396 293 1193 lc/lc_5266271401211469056 1
347.327 1257.321 347 1257 lc/lc_5266316622931053312 1
302.274 1196.795 302 1196 lc/lc_5266272848624248448 1
342.862 1252.960 342 1252 lc/lc_5266315076735116288 1
290.059 1177.614 290 1177 lc/lc_5266269820679810816 1
308.713 1175.775 308 1175 lc/lc_5266267488497321344 1
335.539 1239.907 335 1239 lc/lc_5266313805432480256 1
378.865 1235.009 378 1235 lc/lc_5266304665742195712 1
250.985 1172.296 250 1172 lc/lc_5266274665394847744 1
245.745 1203.662 245 1203 lc/lc_5266327480607974400 1
306.133 1210.222 306 1210 lc/lc_5266285149410588288 1
355.173 1264.217 355 1264 lc/lc_5266316996586317568 1
259.701 1159.677 259 1159 lc/lc_5266262884300439040 1
335.104 1201.656 335 1201 lc/lc_5266292811624679808 1
286.265 1787.296 286 1787 lc/lc_5279866591907043456 1
300.562 1815.154 300 1815 lc/lc_5279894865681333120 1
305.116 1780.704 305 1780 lc/lc_5279877376582482688 1
322.001 1781.666 322 1781 lc/lc_5279875113122589568 1
294.606 1771.226 294 1771 lc/lc_5279873841824209664 1
275.726 1754.015 275 1754 lc/lc_5279849476465972864 1
318.570 1837.607 318 1837 lc/lc_5279898202878626816 1
212.036 1759.295 212 1759 lc/lc_5279860918254260736 1
233.216 1755.043 233 1755 lc/lc_5279857860239899392 1
353.286 1826.817 353 1826 lc/lc_5279887650147879808 1
357.924 1801.203 357 1801 lc/lc_5279881980777945600 1
324.825 1819.632 324 1819 lc/lc_5279893873551747840 1
280.194 1803.802 280 1803 lc/lc_5279871123101974656 1
249.390 1729.292 249 1729 lc/lc_5279846143568375936 1
372.637 1815.729 372 1815 lc/lc_5279883939295113344 1
225.269 1715.247 225 1715 lc/lc_5279839722603458304 1
324.557 1824.741 324 1824 lc/lc_5279894212846390656 1
239.470 1764.505 239 1764 lc/lc_5279858895337468160 1
304.101 1805.607 304 1805 lc/lc_5279891674528555392 1
314.318 1828.126 314 1828 lc/lc_5279897721828904832 1
227.584 1718.027 227 1718 lc/lc_5279839756963032320 1
200.529 1739.521 200 1739 lc/lc_5279856249637349888 1
222.676 1742.931 222 1742 lc/lc_5279857035611455488 1
376.433 1828.529 376 1828 lc/lc_5279888410340003072 1
271.820 1798.923 271 1798 lc/lc_5279870607705827968 1
222.324 1731.696 222 1731 lc/lc_5279844189369251200 1
229.489 1749.180 229 1749 lc/lc_5279857241762173568 1
211.381 1759.338 211 1759 lc/lc_5279860922561784960 1
348.350 1794.502 348 1794 lc/lc_5279881465381815936 1
310.785 1768.142 310 1768 lc/lc_5279873115966168576 1
355.589 1844.013 355 1844 lc/lc_5279900882938183808 1
292.484 1779.770 292 1779 lc/lc_5279877174718825472 1
202.914 1741.046 202 1741 lc/lc_5279856245329694720 1
231.375 1737.041 231 1737 lc/lc_5279844292448496000 1
298.748 1825.039 298 1825 lc/lc_5279896033912539264 1
298.231 1761.338 298 1761 lc/lc_5279872570513902208 1
334.540 1808.494 334 1808 lc/lc_5279880851210926976 1
238.515 1768.425 238 1768 lc/lc_5279859170215211392 1
322.461 1825.719 322 1825 lc/lc_5279896789826777472 1
374.431 1851.546 374 1851 lc/lc_5279902704004336384 1
299.807 1811.913 299 1811 lc/lc_5279894659522871296 1
338.052 1810.897 338 1810 lc/lc_5279886726726188288 1
238.717 1750.479 238 1750 lc/lc_5279845903050929792 1
381.425 1846.525 381 1846 lc/lc_5279901741931671424 1
229.104 1750.142 229 1750 lc/lc_5279857241762181120 1
316.692 1789.461 316 1789 lc/lc_5279879030144733696 1
310.821 1266.398 310 1266 lc/lc_5266343591038878080 1
284.249 1255.200 284 1255 lc/lc_5266353383548993408 1
265.939 1257.400 265 1257 lc/lc_5266348302609999104 1
290.030 1261.122 290 1261 lc/lc_5266353594009273984 1
298.661 1243.807 298 1243 lc/lc_5266338608861373056 1
268.529 1255.480 268 1255 lc/lc_5266348092148695680 1
258.903 1270.575 258 1270 lc/lc_5266352253979330816 1
380.418 1337.211 380 1337 lc/lc_5266393069048243072 1
310.498 1239.133 310 1239 lc/lc_5266337994680339328 1
334.141 1259.391 334 1259 lc/lc_5266362458821986816 1
248.975 1257.805 248 1257 lc/lc_5266351734280153472 1
365.632 1312.792 365 1312 lc/lc_5266388293044859520 1
345.101 1319.531 345 1319 lc/lc_5266386953014627072 1
313.695 1299.332 313 1299 lc/lc_5266361217570298880 1
357.401 1286.011 357 1286 lc/lc_5266368781014242048 1
230.783 1226.371 230 1226 lc/lc_5266344419950697984 1
289.324 1232.722 289 1232 lc/lc_5266336173613977088 1
318.780 1294.515 318 1294 lc/lc_5266383620119665024 1
347.097 1318.694 347 1318 lc/lc_5266386300179594880 1
364.609 1306.504 364 1306 lc/lc_5266370395921075840 1
308.191 1262.214 308 1262 lc/lc_5266342732030621824 1
287.475 1227.528 287 1227 lc/lc_5266335860080875136 1
302.267 1246.030 302 1246 lc/lc_5266338643236523392 1
289.333 1265.737 289 1265 lc/lc_5266353761506638464 1
401.173 1346.017 401 1346 lc/lc_5266392210054843136 1
226.720 1249.315 226 1249 lc/lc_5266349878855178496 1
374.562 1291.609 374 1291 lc/lc_5266371735950886656 1
314.579 1292.321 314 1292 lc/lc_5266360122360105216 1
388.748 1330.304 388 1330 lc/lc_5266390560787307648 1
229.776 1233.118 229 1233 lc/lc_5266345450751078144 1
464.761 1145.544 464 1145 lc/lc_5266400701205150208 1
393.586 1297.782 393 1297 lc/lc_5266372934241248896 1
258.904 1240.299 258 1240 lc/lc_5266346412823834112 1
340.535 1274.607 340 1274 lc/lc_5266363794550415616 1
342.505 1285.936 342 1285 lc/lc_5266367848999706880 1
