KELT_ID	2MASS_ID	TIC_ID	In_CTL	TESS_priority	FP_type_name	FP_type	RA_hours	RA_deg	RA_hms	Dec_dms	Dec_deg	Galactic_long	Galactic_lat	Ecliptic_long	Ecliptic_lat	Vmag	Tc	Tc_err	Period_days	Period_err	Duration_hrs	KELT_depth_mmag	EB_K_km/s	EB_depth_mmag	NEB_RA	NEB_Dec	NEB_dist_text	NEB_dist_arcsec	NEB_dist_is_approx_flag	NEB_direction	NEB_depth_text	NEB_depth_percent	NEB_depth_is_approx_flag	NEB_depth_is_lower_limit	NEB_obs_epoch	NEB_obs_filter	
KS05C044645	J06050768-0548396 	11964390	0	nan	SB2	2	6.08546833	91.2820249	06:05:07.6859760	-05:48:39.683520	-5.8110232	212.877	-12.936	91.46177778	-29.24380556	11.91	2457342.462	0.024	8.30635	0.00013	5.88	29.0	nan	nan				nan	nan			nan	nan	nan	nan		
KS27C016965	J19384713-4401023 	143458736	1	0.00102082396649	SB2	2	19.64641667	294.69625	19:38:47.10	-44:01:02.50	-44.01736111	354.868	-26.6241	288.93444444	-22.188	10.94	2456551.111	nan	1.3687404	nan	2.2	22.0	nan	nan				nan	nan			nan	nan	nan	nan		
KS27C021719	J20475679-6417505	341001796	1	0.000843764193829	SB2	2	20.79911111	311.98666667	20:47:56.80	-64:17:50.70	-64.29741667	331.162	-36.7802	293.91686111	-44.30461111	11.24	2456937.985	0.009	6.871207	7.3e-05	3.312	20.0	nan	nan				nan	nan			nan	nan	nan	nan		
KS28C01213	J20135358-5759437	201747686	1	0.00350110419884	SB2	2	20.23155556	303.47333333	20:13:53.60	-57:59:43.80	-57.9955	339.462	-33.5553	291.47786111	-37.02619444	9.7	2455290.624	nan	1.345356	nan	1.39	14.7	nan	nan				nan	nan			nan	nan	nan	nan		
KS37C011071	J16201023-4818437	316203809	1	0.000390412068448	SB2	2	16.33617617	245.0426425	16:20:10.2342	-48:18:43.7058	-48.3121405	334.635	1.28363	251.73494444	-26.44311111	9.86	2457481.291	0.029	4.41931	0.00026	4.776	8.4	nan	nan				nan	nan			nan	nan	nan	nan		
KS05C002056	J06290917+0121281 	234762373	1	0.000734876423874	SB2	2	6.48588333	97.28825	06:29:09.1800000	01:21:28.229760	1.3578416	209.174	-4.33416	97.85538889	-21.88291667	8.23	2457344.039	0.073	15.86465	0.00077	6.768	10.2	nan	nan				nan	nan			nan	nan	nan	nan		
KS12C017781	J16441119+0346212 	270792477	1	0.00142173961249	SB2	2	16.73644444	251.04666667	16:44:11.20	03:46:21.40	3.77261111	20.8636	29.877	248.89488889	25.83386111	11.3	2456797.778	0.007	3.550021	2.2e-05	3.312	22.4	nan	nan				nan	nan			nan	nan	nan	nan		
KJ06C052924	J07431106+0045142	280614638	1	0.000581177974322	SB2	2	7.71975	115.79625	07:43:11.10	00:45:14.30	0.75397222	218.23	11.8429	117.63169444	-20.24488889	11.98	2457057.647	0.022	3.328916	8.3e-05	2.9952	15.2	nan	nan				nan	nan			nan	nan	nan	nan		
KS12C010798	J17245919-0520104 	125030617	1	0.00106389632292	SB2	2	17.41644444	261.24666667	17:24:59.20	-05:20:10.50	-5.33625	17.8186	16.4981	260.84175	17.82519444	10.79	2456798.697	0.007	1.442451	8.9e-06	2.592	10.0	nan	nan				nan	nan			nan	nan	nan	nan		
KS12C032168	J16125046-0053239 	193507722	1	0.00126864113153	SB2	2	16.214	243.21	16:12:50.40	-00:53:24.20	-0.89005556	11.3361	34.107	241.35627778	19.92480556	12.69	2456797.933	0.0077	3.292921	2.7e-05	3.3216	30.2	nan	nan				nan	nan			nan	nan	nan	nan		
KS12C037202	J17193277+1010557 	459632394	1	0.00120020515887	SB2	2	17.32577778	259.88666667	17:19:32.80	10:10:56.40	10.1823333	31.8046	24.9923	258.07941667	33.20408333	12.28	2456797.297	0.0092	4.041036	3.7e-05	5.496	49.0	nan	nan				nan	nan			nan	nan	nan	nan		
KS22C016347	J08560222-3124472 	186890325	1	0.000718704316915	SB2	2	8.93394444	134.00916667	08:56:02.20	-31:24:47.20	-31.41311111	255.256	8.93029	149.03102778	-46.24938889	10.94	2456659.425	0.0049	2.473467	1.3e-05	2.5968	27.0	nan	nan				nan	nan			nan	nan	nan	nan		
KS22C024900	J09550285-3127428 	101384507	1	0.00136224966462	SB2	2	9.91747222	148.76208333	09:55:02.90	-31:27:42.90	-31.46191667	264.342	17.8903	164.79369444	-40.90608333	11.08	2456656.295	0.017	12.53303	0.00033	4.08	26.1	nan	nan				nan	nan			nan	nan	nan	nan		
KS22C050916	J09342699-1944061 	413170182	1	0.00223812317365	SB2	2	9.57416667	143.6125	09:34:27.00	-19:44:06.20	-19.73505556	252.092	23.1342	153.48741667	-32.13563889	12.09	2456660.208	0.0067	2.126601	1.6e-05	2.448	37.5	nan	nan				nan	nan			nan	nan	nan	nan		
KS05C001354	J05443291-0744348 	279698148	1	0.00127330368814	SB2	2	5.74247621	86.13714308	05:44:32.91434	-07:44:34.62432	-7.7429512	212.322	-18.3716	85.52763889	-31.12230556	8.16	2457350.086	0.0081	17.84274	0.00014	2.719	10.78	nan	nan				nan	nan			nan	nan	nan	nan		
KS14C007894	J19194226+0642337 	132008381	1	0.000385872873365	SB2	2	19.32840849	289.9261273	19:19:42.270552	06:42:33.790680	6.7093863	42.1353	-3.17959	292.67416667	28.59366667	9.97	2457247.276	0.033	27.5607	0.0018	7.272	14.5	nan	nan				nan	nan			nan	nan	nan	nan		
KS34C003047	J08585246-4327104 	30828562	1	0.00273120743159	SB2	2	8.98122222	134.71833333	08:58:52.40	-43:27:10.40	-43.45288889	264.848	1.57079	158.64677778	-56.74022222	8.28	2456979.51	0.0067	3.112338	1.3e-05	2.4168	3.17	nan	nan				nan	nan			nan	nan	nan	nan		
KS05C101447	J05265021+0005078 	4356892	0	nan	SB2	2	5.44731295	81.70969421	05:26:50.326610	00:05:06.98424	0.0852734	202.849	-18.6892	80.98163889	-23.09486111	11.94	2457374.106	0.022	0.845099	2.9e-05	5.152	23.3	nan	nan				nan	nan			nan	nan	nan	nan		
KS13C025164	J18063540+1309426 	286665186	1	0.00102254901234	SB2	2	18.10983677	271.6475515	18:06:35.412360	13:09:42.567120	13.1618242	39.8754	15.803	271.99816667	36.58969444	11.25	2457215.765	0.0031	0.9567775	2.8e-06	1.4784	10.18	nan	nan				nan	nan			nan	nan	nan	nan		
KC01C04281	J00270998+2021210	411531959	1	0.000493514242851	SB2	2	0.45277222	6.79158333	00:27:09.98	20:21:21.1	20.35586111	115.249	-42.1535	14.46105556	15.96458333	10.32	2456308.722	0.008	2.019064	1.5e-05	2.16	6.1	nan	nan				nan	nan			nan	nan	nan	nan		
KC01C07142	J23282669+2606064	44434304	1	0.00253904758806	SB2	2	23.47408333	352.11125	23:28:26.70	26:06:06.40	26.10177778	100.601	-33.1458	3.98244444	26.91633333	10.46	2454034.638	nan	2.52	nan	1.82	5.4	nan	nan				nan	nan			nan	nan	nan	nan		
KC02C03334	J02192577+4259413	292978111	1	0.00061147732144	SB2	2	2.32382861	34.85742917	02:19:25.783	42:59:41.18	42.99477222	139.581	-17.0143	47.49163889	27.34691667	10.59	2457346.84	0.0041	1.7215307	4.1e-06	2.4	4.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C006546	J05572558+2544592 	78700592	1	0.000699197502067	SB2	2	5.95710476	89.3565714	05:57:25.577136	25:44:59.014680	25.7497263	184.078	0.626013	89.42	2.31172222	9.94	2457345.719	0.0026	2.6599858	4e-06	3.55	10.6	nan	nan				nan	nan			nan	nan	nan	nan		
KC17C031223	J01562971+5854475 	371073524	1	0.000691428550688	SB2	2	1.94158167	29.123725	01:56:29.694	58:54:47.57	58.91321389	131.257	-2.90294	51.70377778	43.29525	12.09	2457596.6	0.018	1.522976	3.4e-05	4.0	11.9	nan	nan				nan	nan			nan	nan	nan	nan		
KC17C038052	J02391559+4653018 	396609195	1	0.00107284260577	SB2	2	2.65433111	39.81496667	02:39:15.592	46:53:01.92	46.88386667	141.404	-12.0842	52.80958333	29.71272222	11.84	2457641.54	0.021	2.788534	5.9e-05	4.92	31.1	nan	nan				nan	nan			nan	nan	nan	nan		
KC20C03992	J11463387+5919028	137800349	1	0.00264321652733	SB2	2	11.77608278	176.64124167	11:46:33.898	59:19:02.96	59.31748889	137.665	55.9164	144.04291667	51.00036111	12.18	2457129.245	0.038	13.12254	0.00052	5.98	46.4	nan	nan				nan	nan			nan	nan	nan	nan		
KC20C11511	J11305035+6149426	100010067	1	0.0010323110678	SB2	2	11.51398972	172.70984583	11:30:50.363	61:49:42.5	61.82847222	138.532	52.7901	139.10213889	51.71747222	12.02	2457153.818	0.041	4.54656	0.0002	4.37	5.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC24C006680	J22075789+6745514 	372394225	1	0.000582884147017	SB2	2	22.13274911	331.99123667	22:07:57.8968	67:45:51.418	67.76428278	108.386	9.63613	31.55216667	66.91752778	10.97	2457663.76	0.025	2.668173922	3e-08	2.82	11.8	nan	nan				nan	nan			nan	nan	nan	nan		
KC24C032390	J22435827+5838205	362017831	1	0.000592043492601	SB2	2	22.73285619	340.99284292	22:43:58.2823	58:38:20.491	58.63902528	106.984	-0.229053	20.51869444	58.30583333	10.9	2457622.817	0.025	1.545336711	1.6e-08	2.64	8.6	nan	nan				nan	nan			nan	nan	nan	nan		
KC24C033540	J21304797+4827258 	64982329	1	0.0019386130873	SB2	2	21.51333333	322.7	21:30:48.00	48:27:25.4	48.45705556	92.2976	-2.11144	352.33505556	57.83905556	8.5	2457624.675	0.025	0.72087192	7.3e-08	2.4	17.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC01C15496	J23384660+4120265	333540122	1	0.0026049054664	SB2	2	23.64628056	354.69420833	23:38:46.61	41:20:26.4	41.34066667	108.555	-19.4937	14.90947222	39.31958333	12.34	2456308.226	0.006	2.340715	1.2e-05	2.8	28.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC01C23532	J23550413+2023054	437705496	1	0.000680948995196	SB2	2	23.917825	358.767375	23:55:04.17	20:23:05.3	20.38480556	105.448	-40.5654	7.30011111	19.12325	8.93	nan	nan	nan	nan	nan	nan	nan	nan				nan	nan			nan	nan	nan	nan		
KC02C12932	J01440022+3444492	85279989	1	0.00154373811918	SB2	2	1.73339167	26.000875	01:44:00.21	34:44:49.10	34.74697222	135.022	-26.8876	37.03422222	22.31127778	11.2	2455911.047	0.007	3.72042	0.0003	3.7	19.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC02C15336	J02330141+3623422	139378616	1	0.00132361022341	SB2	2	2.55036389	38.25545833	02:33:01.31	36:23:29.40	36.3915	144.813	-22.1268	47.64258333	20.24783333	11.33	2454035.949	nan	3.93	nan	1.6	22.2	nan	nan				nan	nan			nan	nan	nan	nan		
KC02C22888	J02541915+3242408	77633578	1	0.00129927630203	SB2	2	2.9053175	43.5797625	02:54:19.143	32:42:40.79	32.71133056	150.862	-23.4119	50.79169444	15.37227778	11.93	2457338.526	0.0042	2.911669	5.6e-06	3.08	35.5	nan	nan				nan	nan			nan	nan	nan	nan		
KC03C00898	J03292078+2003429	26016211	1	0.0018543997201	SB2	2	3.489065	52.335975	03:29:20.634	20:03:39.17	20.06088056	166.134	-29.2669	54.96611111	1.08491667	11.54	2455899.652	0.009	5.97415	6e-05	3.67	55.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC03C05896	J04171010+3628558	417844151	1	0.000923646598105	SB2	2	4.28613953	64.29209292	04:17:10.1023	36:28:55.950	36.48220833	162.613	-10.079	68.84233333	14.91219444	11.11	2457050.568	0.026	9.494216	0.0001	3.24	9.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC03C07838	J04252597+3628505	353471780	1	0.000582295809203	SB2	2	4.42388478	66.35827167	04:25:25.9852	36:28:50.583	36.4807175	163.791	-8.89138	70.53458333	14.62544444	10.53	2456246.88	0.04	7.7203	0.0003	5.03	4.8	nan	nan				nan	nan			nan	nan	nan	nan		
KC03C10936	J03401244+2338031	114029526	1	0.000813615942284	SB2	2	3.67003417	55.0505125	03:40:12.123	23:38:02.23	23.63395278	165.652	-24.9163	58.26008333	3.96325	11.56	2456553.875	0.02	8.6919	0.0002	5.5	55.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C006953	J06271295+2648472 	84602579	1	0.000224311069265	SB2	2	6.45359431	96.80391458	06:27:12.9395	26:48:47.136	26.81309333	186.334	7.00136	96.08094444	3.51730556	9.08	2456273.969	0.007	13.44287	6e-05	3.35	10.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C017442	J06113052+2010316 	45710882	1	0.000533675114093	SB2	2	6.19181111	92.87716667	06:11:30.52	20:10:31.7	20.17547222	190.525	0.713873	92.70480556	-3.23680556	10.9	2456656.918	0.0069	7.806906	3.3e-05	4.33	24.6	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C017989	J06230542+3517337 	138409572	1	0.000970334489349	SB2	2	6.38480278	95.77204167	06:23:05.29	35:17:32.3	35.29230556	178.268	10.0097	94.81308333	11.94938889	12.11	2455956.7	0.01	1.29501	1e-05	2.62	18.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C021944	J05592743+3143142 	353295993	1	0.000444582847344	SB2	2	5.99086667	89.863	05:59:27.12	31:43:07.0	31.71861111	179.119	3.98392	89.88222222	8.27938889	12.22	2455955.37	0.01	1.52619	1e-05	3.14	13.9	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C031127	J06454226+3544549 	240155788	0	nan	SB2	2	6.76173611	101.42604167	06:45:42.25	35:44:54.9	35.74858333	179.816	14.3787	99.48563889	12.68477778	11.47	2456591.845	0.001	17.75346	0.00016	5.59	39.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C041797	J07000514+4211031	192111972	1	0.00239638962438	SB2	2	7.00142778	105.02141667	07:00:05.14	42:11:03.1	42.18419444	174.627	19.3342	101.74488889	19.35541667	8.27	2456588.502	0.01	15.279461	8.8e-05	5.02	5.4	nan	nan				nan	nan			nan	nan	nan	nan		
KC05C01102	J07161072+2020364	59491800	1	0.00137345083134	SB2	2	7.2696465	109.0446975	07:16:10.7274	20:20:36.475	20.34346528	197.157	14.3846	107.82588889	-1.92502778	10.07	2455968.18	0.01	6.64713	8e-05	3.24	15.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC05C03524	J07340757+2007344	70224985	1	0.00054625577677	SB2	2	7.56859444	113.52891667	07:34:06.94	20:07:27.7	20.12436111	199.114	18.1557	112.02266667	-1.53408333	11.3	2455965.09	0.01	5.80118	6e-05	3.9	21.2	nan	nan				nan	nan			nan	nan	nan	nan		
KC05C16956	J08360147+3001046	172933154	1	0.000772183651965	SB2	2	8.60040858	129.00612875	08:36:01.4709	30:01:04.8408	30.01801133	193.694	34.5901	123.72725	11.03141667	8.09	2456721.436	0.0022	5.7871815	7.4e-06	2.64	19.8	nan	nan				nan	nan			nan	nan	nan	nan		
KC06C01672	J09595116+2321026	26971442	1	0.000456145406048	SB2	2	9.99754514	149.96317708	09:59:51.1625	23:21:02.880	23.3508	208.716	51.1989	143.91305556	10.41933333	11.07	2456693.565	0.012	3.279521	3e-05	4.47	10.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC06C02104	J10192178+2451156	1095341	1	0.00251498842336	SB2	2	10.32271944	154.84079167	10:19:21.79	24:51:15.7	24.85436111	208.011	55.8792	147.60461111	13.42566667	11.52	2456689.182	0.012	14.084	0.00015	4.51	14.1	nan	nan				nan	nan			nan	nan	nan	nan		
KC06C04564	J09162707+3658453	39065113	1	0.00139703745517	SB2	2	9.27415556	139.11233333	09:16:26.96	36:58:42.8	36.97855556	186.522	44.0047	130.02763889	20.11319444	11.91	2455983.75	0.01	2.34501	3e-05	2.88	17.8	nan	nan				nan	nan			nan	nan	nan	nan		
KC07C02330	J12193769+3238387	139087550	1	0.000289280655949	SB2	2	12.32713544	184.90703167	12:19:37.6876	32:38:38.819	32.64411639	172.342	81.1755	169.96322222	31.57125	10.72	2456316.277	0.015	32.60658	0.0004	6.31	18.2	nan	nan				nan	nan			nan	nan	nan	nan		
KC08C02716	J13182182+3250565	105615281	1	0.000478504228786	SB2	2	13.30606157	199.59092358	13:18:21.82166	32:50:56.4313	32.84900869	79.0297	81.8359	183.08661111	37.569	9.68	2457509.642	0.0053	35.8331	0.00011	7.86	27.5	nan	nan				nan	nan			nan	nan	nan	nan		
KC10C07862	J17550059+4026546	159815411	1	0.000837998660501	SB2	2	17.91683709	268.75255638	17:55:00.61353	40:26:54.6399	40.44851108	66.6645	27.4451	267.84352778	63.87847222	8.16	2457248.568	0.0013	1.05762458	6.9e-07	2.5	18.6	nan	nan				nan	nan			nan	nan	nan	nan		
KC10C17823	J18023904+2852084	159024431	1	0.0011142192349	SB2	2	18.0441775	270.6626625	18:02:39.039	28:52:08.38	28.86899444	54.9032	22.6322	270.94911111	52.30611111	11.95	2457242.142	0.023	15.02937	0.00021	4.87	20.6	nan	nan				nan	nan			nan	nan	nan	nan		
KC11C014119	J20005484+2930237 	116804105	1	0.000466506404818	SB2	2	20.01524722	300.22870833	20:00:54.89	29:30:23.10	29.50641667	66.768	-0.380767	311.57180556	48.67633333	11.05	2454251.496	nan	3.21	nan	3.33	28.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC11C028109	J20265112+4151334	15129024	1	0.000734738844901	SB2	2	20.44751444	306.71271667	20:26:51.052	41:51:33.39	41.859275	79.9618	2.07604	327.61908333	58.18261111	8.5	2455808.28	0.02	9.1221	0.0002	6.65	11.9	nan	nan				nan	nan			nan	nan	nan	nan		
KC11C034703	J19195112+3458153	392799977	0	nan	SB2	2	19.33086361	289.96295417	19:19:51.109	34:58:15.24	34.9709	67.3096	9.85562	300.30552778	56.32897222	11.75	2456873.977	0.01	2.191915	1.2e-05	2.97	55.6	nan	nan				nan	nan			nan	nan	nan	nan		
KC12C000358	J20495792+3207435 	230782192	1	0.000548641729812	SB2	2	20.83275658	312.49134875	20:49:57.9237	32:07:43.679	32.12879972	74.9942	-7.47771	327.71766667	47.41991667	10.16	2455818.17	0.03	2.47779	7e-05	5.76	4.4	nan	nan				nan	nan			nan	nan	nan	nan		
KC12C023607	J21083789+3703276 	165866375	1	0.000561246347026	SB2	2	21.14385992	317.15789875	21:08:37.8957	37:03:27.702	37.057695	81.2871	-7.20594	336.19336111	50.24119444	11.0	2456526.371	0.02	5.58901	0.0001	4.13	30.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC12C026738	J20473797+3411467 	232944665	1	0.000684607994134	SB2	2	20.79388017	311.9082025	20:47:37.9686	34:11:46.746	34.19631833	76.3132	-5.80544	328.30091667	49.50880556	10.9	2455822.91	0.01	4.62869	7e-05	4.62	19.4	nan	nan				nan	nan			nan	nan	nan	nan		
KC12C030478	J20301669+2053068 	379215982	1	0.00109662272905	SB2	2	20.50463056	307.56945833	20:30:16.67	20:53:07.00	20.88527778	63.2017	-10.6632	316.65738889	38.43666667	9.52	2454260.255	nan	3.39	nan	2.19	14.5	nan	nan				nan	nan			nan	nan	nan	nan		
KC12C043387	J21140982+3613250 	167020481	1	0.000509440102818	SB2	2	21.23606	318.5409	21:14:09.816	36:13:25.05	36.223625	81.4256	-8.58733	337.13247222	48.99341667	12.48	2456968.616	0.017	2.68831	2.4e-05	4.1	16.8	nan	nan				nan	nan			nan	nan	nan	nan		
KC13C07461	J23301721+4219535	174303697	1	0.00116711325685	SB2	2	23.50478056	352.57170833	23:30:17.21	42:19:53.50	42.33152778	107.291	-18.0622	13.80930556	40.9855	10.8	nan	nan	5.17	nan	nan	nan	nan	nan				nan	nan			nan	nan	nan	nan		
KC13C12298	J23511262+2553500	129643116	1	0.00172647109111	SB2	2	23.85350278	357.80254167	23:51:12.61	25:53:50.1	25.89725	106.35	-35.0277	8.98205556	24.48397222	11.11	2456305.5	0.14	17.9676	0.002	4.92	19.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC16C030463	J23403110+6134407	271915503	1	0.000589301263752	SB2	2	23.67531172	355.12967583	23:40:31.1222	61:34:40.767	61.57799083	114.598	-0.140875	33.40425	55.38302778	11.26	2457335.68	0.026	5.03733	0.00028	4.98	20.9	nan	nan				nan	nan			nan	nan	nan	nan		
KC21C07807	J12534092+6336116	142308209	1	0.00111667682638	SB2	2	12.89470583	193.4205875	12:53:40.941	63:36:11.52	63.6032	122.512	53.5232	148.82583333	59.64011111	11.45	2457486.483	0.0074	4.551873	3e-05	3.65	27.4	nan	nan				nan	nan			nan	nan	nan	nan		
KC24C001749	J21510330+5430078 	365543856	1	0.000633177832377	SB2	2	21.85091608	327.76374125	21:51:03.2979	54:30:07.753	54.50215361	98.6459	0.367716	4.61722222	60.47758333	10.82	2457630.74	0.025	4.941309353	5.1e-08	4.8	11.1	nan	nan				nan	nan			nan	nan	nan	nan		
KC24C016299	J21502799+4802185 	384183469	1	0.000834049445127	SB2	2	21.84111164	327.61667458	21:50:28.0019	48:02:18.552	48.03848667	94.4868	-4.58437	356.67836111	55.55613889	10.77	2457619.988	0.025	1.742954744	1.8e-08	2.93	14.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC24C036215_NEI	J22362976+5512156	64943720	0	nan	SB2	2	22.60826611	339.12399167	22:36:29.758	55:12:15.4	55.20427778	104.433	-2.74568	14.72022222	56.54477778	11.24	2457621.429	0.025	1.630158855	1.7e-08	2.98	47.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC01C06221	J00120935+2849532	437740536	1	0.00267189159601	SB2	2	0.20259056	3.03885833	00:12:09.326	28:49:53.24	28.83145556	112.639	-33.254	15.00163889	25.08536111	12.51	2457307.308	0.011	11.144923	5.5e-05	3.4	35.8	nan	nan				nan	nan			nan	nan	nan	nan		
KC02C11309	J02044051+3138100	63463246	1	0.000852397778772	SB2	2	2.07791556	31.16873333	02:04:40.496	31:38:10.20	31.63616667	140.685	-28.6983	40.07613889	17.81597222	12.77	2457338.674	0.013	1.892777	1.2e-05	2.57	7.5	nan	nan				nan	nan			nan	nan	nan	nan		
KC03C17254	J04245341+3602140	353469659	0	nan	SB2	2	4.41484058	66.22260875	04:24:53.4261	36:02:14.024	36.03722889	164.039	-9.27655	70.34755556	14.20611111	11.51	2457020.65	0.04	11.57273	0.0002	4.18	10.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C042707	J06020570+3232287 	353639718	0	nan	SB2	2	6.03491168	90.5236752	06:02:05.6820480	32:32:28.758480	32.5413218	178.676	4.87547	90.44708333	9.10283333	11.74	2457417.64	0.012	2.335638	1.4e-05	2.82	25.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC08C09301	J13153197+4051188	180627122	1	0.000710083645244	SB2	2	13.25887581	198.88313708	13:15:31.95290	40:51:18.7208	40.85520022	104.575	75.4027	177.15091667	44.23013889	5.78	2457491.465	0.069	76.1533	0.0027	10.59	6.2	nan	nan				nan	nan			nan	nan	nan	nan		
KC10C20259	J18131704+3053561	180848018	1	0.00129241123631	SB2	2	18.22139833	273.320975	18:13:17.034	30:53:56.05	30.89890278	57.7982	21.1437	274.88438889	54.28188889	11.78	2457508.84	0.0076	4.498311	1.9e-05	3.54	18.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC11C040287	J19494356+2536427 	435648689	1	0.000526070179282	SB2	2	19.82876472	297.43147083	19:49:43.553	25:36:42.72	25.61186667	62.1526	-0.275419	306.45361111	45.64030556	10.53	2454269.78	0.012	28.20962	0.00019	8.22	19.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC11C047822	J19092346+3237578 	42979604	1	0.000802784820363	SB2	2	19.15651972	287.34779583	19:09:23.471	32:37:57.72	32.6327	64.2078	10.7916	295.64644444	54.53813889	12.27	2456888.809	0.0081	3.181183	1.7e-05	3.02	27.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC12C040470	J20284685+2735002 	436367389	1	0.000646561139169	SB2	2	20.47968475	307.19527125	20:28:46.8651	27:35:00.145	27.58337361	68.5541	-6.54167	319.13366667	44.88419444	10.44	2455822.42	0.01	7.33462	8e-05	3.28	12.9	nan	nan				nan	nan			nan	nan	nan	nan		
KC20C03848	J11310937+6124176	100009973	1	0.000979845407133	SB2	2	11.51926958	172.78904375	11:31:09.3705	61:24:17.734	61.40492611	138.836	53.174	139.58144444	51.41411111	10.98	2457180.708	0.0096	1.842314	1.9e-05	2.34	14.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC21C04360	J13084938+6838286	232965249	1	0.00172456644759	SB2	2	13.14704753	197.20571292	13:08:49.3711	68:38:28.653	68.6412925	120.549	48.4064	142.02055556	63.80825	10.51	2457484.379	0.0047	3.72686	1.7e-05	3.25	16.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC24C021192	J22273710+5350553 	197656749	1	0.000662510743601	SB2	2	22.46031139	336.90467083	22:27:37.121	53:50:55.23	53.848675	102.632	-3.25645	11.34583333	56.39558333	11.38	2457616.57	0.01	0.724880982	4.4e-09	2.37	6.5	nan	nan				nan	nan			nan	nan	nan	nan		
KC09C12523	J14530847+4103277	28261901	1	0.00024635314541	SB2	2	14.88568889	223.28533333	14:53:08.48	41:03:27.78	41.05771667	69.9626	61.4228	201.21477778	53.92727778	10.4	2455729.762	nan	0.735199	nan	1.4	11.5	nan	nan				nan	nan			nan	nan	nan	nan		
KC02C07580	J02213168+4155031	409521489	1	0.00089147889636	SB2	2	2.35881111	35.38216667	02:21:31.72	41:55:03.10	41.91752778	140.36	-17.8852	47.45566667	26.20266667	11.5	2454036.818	nan	3.4574372	nan	6.71	10.3	nan	nan				nan	nan			nan	nan	nan	nan		
KC02C27049	J02313140+2754374	22712495	1	0.00265544775708	SB2	2	2.52538778	37.88081667	02:31:31.396	27:54:37.30	27.91036111	148.485	-29.9481	44.44177778	12.33519444	10.67	2457332.201	0.018	17.71362	0.00019	6.45	9.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC03C05693	J03293162+4231202	456197758	1	0.000937632678238	SB2	2	3.49211694	52.38175417	03:29:31.621	42:31:20.23	42.52228611	151.518	-11.4074	60.78516667	22.82316667	11.57	2457015.739	0.028	9.63656	0.00015	5.84	16.7	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C006672	J06545822+3602336	321071692	1	0.00215791949215	SB2	2	6.91624722	103.74370833	06:54:58.49	36:02:31.0	36.04194444	180.286	16.2242	101.37744444	13.14388889	11.94	2455956.74	0.01	2.55672	3e-05	3.36	24.6	nan	nan				nan	nan			nan	nan	nan	nan		
KC04C010440	J06211420+2607209 	83795008	1	0.000542319510003	SB2	2	6.35394386	95.30915792	06:21:14.1979	26:07:20.956	26.12248778	186.335	5.49559	94.77111111	2.77108333	10.65	2456600.642	0.0015	1.5665159	1.5e-06	3.04	21.0	nan	nan				nan	nan			nan	nan	nan	nan		
KC06C01045	J09190185+2932098	149399081	1	0.00201785193535	SB2	2	9.31700278	139.75504167	09:19:01.21	29:32:06.1	29.53502778	196.854	43.6032	133.01430556	13.21969444	11.95	2455986.39	0.01	3.50834	4e-05	2.53	29.8	nan	nan				nan	nan			nan	nan	nan	nan		
KC08C10178	J14323599+2824493	157914254	1	0.00365295050858	SB2	2	14.54332833	218.149925	14:32:35.982	28:24:49.46	28.41373889	42.1344	67.6265	204.08636111	40.74438889	12.51	2457536.001	0.035	13.37973	0.0021	5.87	12.4	nan	nan				nan	nan			nan	nan	nan	nan		
KC10C20057	J17230769+2545113	286382512	1	0.000974846589133	SB2	2	17.38546992	260.78204875	17:23:07.6917	25:45:11.042	25.75306722	48.4871	29.9608	257.35030556	48.78838889	8.51	2456810.865	0.0015	0.53030856	5e-07	1.58	4.76	nan	nan				nan	nan			nan	nan	nan	nan		
