#prefix name     group           internal_name             RA             DEC            Discovery Time         Type            Mag     Filter                 Redshift     Host Galaxy                              Host Redshift
    AT    1001A            None                      None   01:01:01.020   +01:01:01.02 1001-01-01 01:01:01.000    Unclassified    -1.1                 Clear_          -99                                     None          -99
    #AT    1916A            None                      None   00:47:54.000   +19:35:49.00                   None    Unclassified     0.0                   None          -99                                   NGC251          -99
    AT    1936B            None                      None   01:21:08.900   +15:41:50.00 1936-09-24 00:00:00.000    Unclassified    14.0                   None          -99                               CGCG436-32          -99
    AT    1953J            None                      None   00:44:55.661   +16:56:10.79 1953-12-31 00:00:00.000    Unclassified    17.5                   None          -99                                   UGC472          -99
    AT    1961Q            None                      None   01:26:41.390   +02:01:32.20 1961-11-30 00:00:00.000    Unclassified    17.2                   None          -99                                   NGC550          -99
    AT    1963E            None                      None   01:26:25.241   -01:38:29.80 1963-01-22 00:00:00.000    Unclassified    16.5                   None          -99                                   IC1703          -99
    AT    1963S            None                      None   01:23:38.059   +01:33:43.81 1963-12-06 00:00:00.000    Unclassified    15.0                   None          -99                                    Anon.          -99
    AT    1966G            None                      None   01:24:37.800   +01:44:08.00 1966-08-16 00:00:00.000    Unclassified    15.5                   None          -99                                   NGC521          -99
    AT    1966H            None                      None   01:20:35.400   +03:25:42.00 1966-09-19 00:00:00.000    Unclassified    19.0                   None          -99                                    Anon.          -99
    AT    1967A            None                      None   01:16:29.100   +03:00:49.00 1967-01-03 00:00:00.000    Unclassified    17.0                   None          -99                                    Anon.          -99
    AT    1968Q            None                      None   01:18:53.100   +04:56:34.00 1968-08-21 00:00:00.000    Unclassified    18.5                   None          -99                                    Anon.          -99
    AT    1968R            None                      None   01:29:46.000   -02:42:24.00 1968-08-21 00:00:00.000    Unclassified    15.5                   None          -99                               MCG-1-4-56          -99
    AT    1969N            None                      None   01:30:20.600   -00:56:36.00 1969-12-10 00:00:00.000    Unclassified    16.0                   None          -99                                    Anon.          -99
    AT    1969O            None                      None   01:06:22.200   +03:08:55.00 1969-09-16 00:00:00.000    Unclassified    18.2                   None          -99                                    Anon.          -99
    AT    1971S            None                      None   01:22:12.700   +00:57:24.00 1971-11-15 00:00:00.000    Unclassified    15.5                   None          -99                                   NGC493          -99
    AT    1972P            None                      None   01:19:25.000   +00:32:20.00 1972-10-08 00:00:00.000    Unclassified    18.0                   None          -99                                    Anon.          -99
    AT    1976G            None                      None   01:21:46.600   +05:13:38.00 1976-10-21 00:00:00.000    Unclassified    15.0                   None          -99                                   NGC488          -99
    AT    1977D            None                      None   02:03:57.800   +11:57:27.00 1977-10-11 00:00:00.000    Unclassified    16.5                   None          -99                                  UGC1558          -99
    AT    1982O            None                      None   01:24:32.300   +01:43:39.00 1982-08-19 00:00:00.000    Unclassified    15.0                   None          -99                                   NGC521          -99
    AT    1984M            None                      None   01:28:21.521   +02:31:00.70 1984-08-29 00:00:00.000    Unclassified    14.0                   None          -99                                    IC121          -99
    AT   1988ad            None                      None   01:25:23.779   -01:22:50.70 1988-12-28 00:00:00.000    Unclassified    19.5                   None          -99                                    Anon.          -99
    AT   1989aa            None                      None   01:19:12.420   +13:16:10.60 1989-12-28 00:00:00.000    Unclassified    19.5                   None          -99                                    Anon.          -99
    SN    1989Q            None                      None   01:45:34.570   +22:05:16.80 1989-09-26 00:00:00.000            SNIa    19.5                   None          -99                                    Anon.          -99
    AT    1989T            None                      None   01:47:02.810   +01:59:28.50 1989-10-26 00:00:00.000    Unclassified    20.0                   None          -99                                    Anon.          -99
    SN    1989V            None                      None   01:31:58.111   +12:11:53.81 1989-12-28 00:00:00.000            SNIa    18.5                   None          -99                                    Anon.          -99
    AT    1990A            None                      None   01:22:40.020   +05:23:20.80 1990-01-01 00:00:00.000    Unclassified    19.0                   None          -99                                   NGC500          -99
    SN   1991at            None                      None   01:10:40.900   +16:36:31.00 1991-08-19 00:00:00.000            SNIa    18.0                   None          -99                                   UGC733          -99
    AT   1992bn            None                      None   01:28:58.219   +09:08:54.49 1992-12-13 00:00:00.000    Unclassified    19.0                   None          -99                                    Anon.          -99
    SN   1993ae            None                      None   01:29:48.919   -01:58:37.20 1993-11-07 00:00:00.000            SNIa    16.5                   None          -99                                    IC126          -99
    SN   1995ar            None                      None   01:01:20.410   +04:18:33.80 1995-11-19 00:00:00.000             SNI    23.1                   None          -99                                    Anon.          -99
    SN   1995as            None                      None   01:01:35.299   +04:26:14.78 1995-11-19 00:00:00.000             SNI    23.3                   None          -99                                    Anon.          -99
    SN   1995at            None                      None   01:04:50.940   +04:33:52.99 1995-11-20 00:00:00.000             SNI    22.7                   None          -99                                    Anon.          -99
    SN   1995au            None                      None   01:18:32.599   +07:54:03.49 1995-10-29 00:00:00.000             SNI    20.7                   None          -99                                    Anon.          -99
    SN   1995av            None                      None   02:01:36.749   +03:38:55.21 1995-11-20 00:00:00.000            SNII    20.1                   None          -99                                    Anon.          -99
    SN   1996ar            None                      None   01:31:52.399   -02:13:03.00 1996-08-20 00:00:00.000            SNIa    18.5                   None          -99                                    Anon.          -99
    SN   1996at            None                      None   01:08:17.630   -00:58:25.50 1996-09-15 00:00:00.000            SNIc    20.5                   None          -99                                    Anon.          -99
    SN   1996av            None                      None   01:53:54.221   +00:15:30.60 1996-09-15 00:00:00.000            SNIa    22.4                   None          -99                                    Anon.          -99
    SN   1996ba            None                      None   01:08:39.869   -00:56:38.90 1996-10-08 00:00:00.000            SNIa    23.5                   None          -99                                    Anon.          -99
    SN   1996be            None                      None   02:12:02.830   +01:22:39.11 1996-10-09 00:00:00.000            SNII    22.2                   None          -99                                    Anon.          -99
    SN   1996bf            None                      None   02:12:15.389   +01:27:48.89 1996-10-09 00:00:00.000            SNIa    21.5                   None          -99                                    Anon.          -99
    SN   1996bh            None                      None   01:11:31.531   -00:57:38.09 1996-10-09 00:00:00.000            SNIa    22.8                   None          -99                                    Anon.          -99
    SN   1996bi            None                      None   01:52:35.839   +00:02:43.30 1996-10-09 00:00:00.000            SNIa    23.0                   None          -99                                    Anon.          -99
    SN   1996bj            None                      None   02:11:49.531   +01:24:51.01 1996-10-09 00:00:00.000            SNIa    22.6                   None          -99                                    Anon.          -99
    SN   1996bl            None                      None   00:36:17.969   +11:23:40.49 1996-10-11 00:00:00.000            SNIa    17.4                   None          -99                                    Anon.          -99
    SN   1996bo            None                      None   01:48:22.800   +11:31:15.82 1996-10-18 00:00:00.000            SNIa    16.5                   None          -99                                   NGC673          -99
    SN   1996bw            None                      None   01:43:44.510   +04:13:18.98 1996-11-30 00:00:00.000            SNII    17.5                   None          -99                                   NGC664          -99
    SN    1997W            None                      None   01:43:44.479   +04:13:17.11 1997-02-01 00:00:00.000            SNII    18.0                   None          -99                                   NGC664          -99
    AT   1998do            None                      None   01:14:30.919   +00:28:13.01 1998-08-01 00:00:00.000    Unclassified    19.0                   None          -99                                    Anon.          -99
    SN   1998es            None                      None   01:37:17.501   +05:52:50.30 1998-11-13 00:00:00.000            SNIa    14.6                   None          -99                                   NGC632          -99
    AT   1998eu            None                      None   00:59:58.661   +14:18:00.40 1998-11-14 00:00:00.000    Unclassified    19.7                   None          -99                                    Anon.          -99
