#prefix name     group           internal_name             RA             DEC            Discovery Time         Type            Mag     Filter                 Redshift     Host Galaxy                              Host Redshift
    AT    1950K            None                      None   15:21:47.100   +17:26:21.00 1950-04-20 00:00:00.000    Unclassified    20.0                   None          -99                                    Anon.          -99 None
    AT    1951E            None                      None   15:24:55.600   +08:19:26.00 1951-05-26 00:00:00.000    Unclassified    20.0                   None          -99                                    Anon.          -99 None
    AT    1952G            None                      None   14:33:23.200   +04:26:38.00 1952-04-18 00:00:00.000    Unclassified    17.9                   None          -99                                  NGC5668          -99 None
    AT    1952H            None                      None   14:48:34.600   +06:49:45.00 1952-04-22 00:00:00.000    Unclassified    18.9                   None          -99                                    Anon.          -99 None
    SN    1954B            None                      None   14:33:24.100   +04:26:42.00 1954-04-27 00:00:00.000            SNIa    12.3                   None          -99                                  NGC5668          -99 None
    AT    1954M            None                      None   14:49:37.200   +10:16:36.00 1954-06-03 00:00:00.000    Unclassified    17.5                   None          -99                                    Anon.          -99 None
    AT    1954N            None                      None   14:45:49.600   +10:10:31.00 1954-06-03 00:00:00.000    Unclassified    18.0                   None          -99                                    Anon.          -99 None
    AT    1954W            None                      None   14:28:40.300   +00:32:43.00 1954-05-06 00:00:00.000    Unclassified    19.4                   None          -99                                    Anon.          -99 None
    AT    1955I            None                      None   14:11:33.000   +01:08:49.00 1955-05-17 00:00:00.000    Unclassified    19.3                   None          -99                                    Anon.          -99 None
    AT    1955J            None                      None   14:11:45.400   +00:42:58.00 1955-05-17 00:00:00.000    Unclassified    17.9                   None          -99                                    Anon.          -99 None
    AT    1961E            None                      None   15:17:35.090   +05:03:13.90 1961-01-23 00:00:00.000    Unclassified    17.0                   None          -99                                    Anon.          -99 None
    AT    1963B            None                      None   15:11:31.421   +05:14:38.69 1963-01-23 00:00:00.000    Unclassified    17.0                   None          -99                                    Anon.          -99 None
    AT    1963H            None                      None   15:22:21.300   +05:23:33.68 1963-03-25 00:00:00.000    Unclassified    18.5                   None          -99                                    Anon.          -99 None
    AT    1971D            None                      None   15:09:18.700   -11:19:22.00 1971-02-24 00:00:00.000    Unclassified    15.5                   None          -99                                  NGC5861          -99 None
    AT    1973B            None                      None   15:15:07.000   +02:44:48.00 1973-01-12 00:00:00.000    Unclassified    15.0                   None          -99                                    Anon.          -99 None
    AT    1975H            None                      None   15:08:51.300   +06:56:26.00 1975-07-12 00:00:00.000    Unclassified    18.5                   None          -99                                    Anon.          -99 None
    AT    1980P            None                      None   15:07:47.700   +02:34:08.00 1980-03-20 00:00:00.000    Unclassified    15.0                   None          -99                                  NGC5854          -99 None
    AT    1980Q            None                      None   15:01:21.379   +01:45:35.60 1980-03-20 00:00:00.000    Unclassified    19.0                   None          -99                                    Anon.          -99 None
    AT    1982D            None                      None   14:35:04.500   +05:20:55.00 1982-03-23 00:00:00.000    Unclassified    18.0                   None          -99                                  NGC5679          -99 None
    SN    1983P            None                      None   14:44:56.000   +01:57:12.00 1983-07-11 00:00:00.000             SNI    13.0                   None          -99                                  NGC5746          -99 None
    AT    1986P            None                      None   14:48:58.200   +12:29:18.00 1986-07-02 00:00:00.000    Unclassified    17.0                   None          -99                                  NGC5763          -99 None
    AT    1987B            None                      None   15:07:02.990   +01:30:13.28 1987-02-24 00:00:00.000    Unclassified    15.0                   None          -99                                  NGC5850          -99 None
    SN    1988F            None                      None   14:28:57.900   +13:51:16.00 1988-02-20 00:00:00.000            SNIa    16.0                   None     0.017619                                  UGC9288          -99 None
    SN    1988H            None                      None   15:13:44.100   -14:15:21.00 1988-03-03 00:00:00.000            SNII    15.5                   None          -99                                  NGC5878          -99 None
    SN    1988O            None                      None   15:10:09.200   +07:37:46.00 1988-05-17 00:00:00.000             SNI    15.0                   None          -99                                CGCG49-18          -99 None
    SN    1988P            None                      None   15:32:29.261   +01:37:27.41 1988-06-09 00:00:00.000             SNI    18.5                   None          -99                                    Anon.          -99 None
    AT    1989I            None                      None   14:36:38.400   +14:40:09.00 1989-03-11 00:00:00.000    Unclassified    19.0                   None          -99                                    Anon.          -99 None
    SN    1990M            None                      None   14:11:29.299   -05:02:35.99 1990-06-15 00:00:00.000            SNIa    13.5                   None          -99                                  NGC5493          -99 None
    AT    1990Q            None                      None   15:21:33.250   -07:22:26.62 1990-06-24 00:00:00.000    Unclassified    18.0                   None          -99                                  NGC5917          -99 None
    SN    1995N            None                      None   14:49:28.270   -10:10:15.38 1995-05-05 00:00:00.000           SNIIn    17.5                   None       0.0062                             MCG-02-38-17          -99 None
    SN    1995P            None                      None   14:07:14.330   -02:43:32.70 1995-05-06 00:00:00.000            SNIa    18.0                   None          -99                                    Anon.          -99 None
    SN   1996ae            None                      None   14:53:59.810   +03:31:46.31 1996-05-21 00:00:00.000           SNIIn    16.5                   None          -99                                  NGC5775          -99 None
    SN   1996aq            None                      None   14:22:22.730   -00:23:24.29 1996-08-17 00:00:00.000            SNIc    15.7                   None          -99                                  NGC5584          -99 None
    SN   1996cm            None                      None   15:30:11.251   +05:55:27.01 1996-03-18 00:00:00.000            SNIa    22.7                   None          -99                                    Anon.          -99 None
    SN   1997cs            None                      None   15:13:39.780   +02:53:44.48 1997-06-26 00:00:00.000           SNIIn    18.0                   None          -99                                    Anon.          -99 None
    AT   1998bq            None                      None   15:10:20.530   +05:51:16.49 1998-04-28 00:00:00.000    Unclassified    19.2                   None          -99                                    Anon.          -99 None
    AT   1998br            None                      None   15:10:24.941   +05:55:30.00 1998-04-28 00:00:00.000    Unclassified    20.5                   None          -99                                    Anon.          -99 None
    AT   1999ac            None                      None   16:07:15.010   +07:58:20.39 1999-02-26 00:00:00.000    Unclassified    15.2                   None          -99                                  NGC6063          -99 None
    SN   1999bo            None                      None   14:21:07.481   -05:57:25.81 1999-03-18 00:00:00.000            SNIa    19.7                   None          -99                                    Anon.          -99 None
    SN   1999ck            None                      None   14:08:56.590   -00:05:50.71 1999-04-16 00:00:00.000            SNIa    21.9                   None          -99                                    Anon.          -99 None
    SN   1999cn            None                      None   15:06:46.699   +12:51:37.01 1999-06-14 00:00:00.000            SNIc    17.9                   None          -99                             MCG+02-38-43          -99 None
    SN   1999dg            None                      None   15:11:28.411   +13:29:05.71 1999-07-23 00:00:00.000            SNIa    16.7                   None          -99                                  UGC9758          -99 None
    AT   2000ap            None                      None   14:09:23.650   -00:35:01.72 2000-03-03 00:00:00.000    Unclassified    20.0                   None          -99                                    Anon.          -99 None
    AT   2000aq            None                      None   14:10:24.041   -00:18:06.91 2000-03-09 00:00:00.000    Unclassified    20.7                   None          -99                                    Anon.          -99 None
    AT   2000ar            None                      None   14:12:11.890   -00:29:05.21 2000-03-01 00:00:00.000    Unclassified    20.3                   None          -99                                    Anon.          -99 None
    AT   2000as            None                      None   14:36:09.130   -00:25:36.30 2000-03-07 00:00:00.000    Unclassified    20.1                   None          -99                                    Anon.          -99 None
    AT   2000at            None                      None   14:55:31.001   -01:53:11.18 2000-03-09 00:00:00.000    Unclassified    20.6                   None          -99                                    Anon.          -99 None
    AT   2000be            None                      None   15:12:03.379   -00:00:04.10 2000-03-09 00:00:00.000    Unclassified    20.1                   None          -99                                    Anon.          -99 None
    AT   2000bf            None                      None   15:12:18.370   -01:39:17.50 2000-03-09 00:00:00.000    Unclassified    20.7                   None          -99                                    Anon.          -99 None
    SN   2000bz            None                      None   14:15:02.659   -06:17:16.01 2000-04-08 00:00:00.000            SNIa    21.2                   None          -99                                    Anon.          -99 None
    SN   2000cb            None                      None   16:01:32.150   +01:42:23.00 2000-04-27 00:00:00.000            SNII    18.0                   None          -99                                   IC1158          -99 None
    SN   2000df            None                      None   16:14:12.221   +06:09:00.61 2000-08-17 00:00:00.000            SNIa    17.2                   None          -99                                    Anon.          -99 None
    AT   2000fw            None                      None   14:30:13.999   +00:30:06.01 2000-03-10 00:00:00.000    Unclassified    19.1                   None          -99                                    Anon.          -99 None
    AT   2001ar            None                      None   14:40:53.460   -00:39:24.59 2001-03-15 00:00:00.000    Unclassified    18.7                   None          -99                                    Anon.          -99 None
    AT   2001as            None                      None   15:09:45.319   -00:55:37.99 2001-03-16 00:00:00.000    Unclassified    19.1                   None          -99                                    Anon.          -99 None
    AT   2001at            None                      None   15:10:09.060   -00:58:29.21 2001-03-16 00:00:00.000    Unclassified    18.8                   None          -99                                    Anon.          -99 None
    AT   2001au            None                      None   15:16:49.171   -00:07:46.60 2001-03-16 00:00:00.000    Unclassified    18.6                   None          -99                                    Anon.          -99 None
    AT   2001av            None                      None   15:43:02.921   -02:02:20.00 2001-03-23 00:00:00.000    Unclassified    20.2                   None          -99                                    Anon.          -99 None
    AT   2001aw            None                      None   15:55:32.110   -00:10:54.59 2001-03-20 00:00:00.000    Unclassified    19.5                   None          -99                                    Anon.          -99 None
    SN   2001ax            None                      None   16:07:13.690   -00:04:49.19 2001-03-20 00:00:00.000            SNII    17.5                   None          -99                                    Anon.          -99 None
    AT   2001bo            None                      None   15:25:40.800   -01:18:00.50 2001-03-25 00:00:00.000    Unclassified    20.8                   None          -99                                    Anon.          -99 None
    SN   2001bq            None                      None   14:17:42.060   -07:25:01.60 2001-05-17 00:00:00.000            SNII    15.9                   None          -99                                  NGC5534          -99 None
    AT   2001bx            None                      None   14:54:05.621   -01:42:04.10 2001-03-25 00:00:00.000    Unclassified    20.0                   None          -99                                    Anon.          -99 None
    AT   2001by            None                      None   15:25:52.961   -02:10:28.70 2001-03-25 00:00:00.000    Unclassified    20.3                   None          -99                                    Anon.          -99 None
    AT   2001bz            None                      None   15:30:13.759   -00:09:25.99 2001-03-25 00:00:00.000    Unclassified    20.7                   None          -99                                    Anon.          -99 None
    AT   2001ca            None                      None   15:35:41.150   -00:16:21.61 2001-03-25 00:00:00.000    Unclassified    19.4                   None          -99                                    Anon.          -99 None
    AT   2001cb            None                      None   15:38:44.081   -00:22:56.60 2001-03-25 00:00:00.000    Unclassified    20.5                   None          -99                                    Anon.          -99 None
    AT   2001cc            None                      None   15:44:13.610   -01:53:15.50 2001-03-25 00:00:00.000    Unclassified    20.0                   None          -99                                    Anon.          -99 None
    AT   2001cd            None                      None   15:46:38.830   -00:23:09.20 2001-03-25 00:00:00.000    Unclassified    19.9                   None          -99                                    Anon.          -99 None
    SN   2001gw            None                      None   15:43:45.859   +07:57:50.29 2001-04-15 00:00:00.000            SNIa    22.0                   None          -99                                    Anon.          -99 None
    SN   2001hd            None                      None   15:45:35.921   +08:16:50.59 2001-04-15 00:00:00.000            SNIa    22.8                   None          -99                                    Anon.          -99 None
    SN   2001he            None                      None   15:46:35.690   +08:11:26.41 2001-04-15 00:00:00.000            SNIa    23.0                   None          -99                                    Anon.          -99 None
    SN    2001T            None                      None   14:32:53.170   -12:58:43.61 2001-02-06 00:00:00.000            SNII    17.0                   None          -99                              MCG-02-37-6          -99 None
    SN    2001X            None                      None   15:21:55.450   +05:03:42.08 2001-02-27 00:00:00.000           SNIIP    17.0                   None          -99                                  NGC5921          -99 None
    SN   2002ao            None                      None   14:29:35.741   -00:00:55.80 2002-01-25 00:00:00.000           SNIIb    14.3                   None          -99                                  UGC9299          -99 None
    SN   2002bg            None                      None   14:59:39.230   +13:12:44.50 2002-02-23 00:00:00.000            SNIa    16.9                   None          -99                             MCG+02-38-31          -99 None
    SN   2002ck            None                      None   15:47:00.749   -00:59:25.51 2002-04-23 00:00:00.000            SNIa    16.8                   None          -99                                 UGC10030          -99 None
    SN   2002dg            None                      None   14:57:16.289   +05:54:00.61 2002-05-31 00:00:00.000            SNIb    18.5                   None          -99                                    Anon.          -99 None
    SN   2002gj            None                      None   15:36:25.500   +09:28:18.01 2002-05-07 00:00:00.000             SNI    22.9                   None          -99                                    Anon.          -99 None
    SN   2002gk            None                      None   15:37:07.500   +09:36:19.01 2002-05-07 00:00:00.000            SNIa    21.3                   None          -99                                    Anon.          -99 None
    SN   2002gl            None                      None   15:43:24.401   +07:53:57.98 2002-05-07 00:00:00.000            SNIa    23.3                   None          -99                                    Anon.          -99 None
    SN   2002gm            None                      None   15:46:57.000   +08:12:37.01 2002-05-08 00:00:00.000            SNIa    22.3                   None          -99                                    Anon.          -99 None
    SN   2003ey            None                      None   14:20:03.281   -08:28:40.01 2003-05-24 00:00:00.000            SNIa    19.2                   None          -99                                    Anon.          -99 None
    SN   2004bw            None                      None   15:03:46.750   -03:18:16.42 2004-05-26 00:00:00.000            SNIa    17.8                   None          -99                             MCG+00-38-19          -99 None
