#prefix name     group           internal_name             RA             DEC            Discovery Time         Type            Mag     Filter                 Redshift     Host Galaxy                              Host Redshift
    AT   2005bw            None                      None   13:33:29.731   +33:02:27.82 2005-04-28 00:00:00.000    Unclassified    17.0                   None          -99                                  UGC8539          -99  None
    SN   2005by            None                      None   13:45:46.910   +22:05:46.79 2005-05-02 00:00:00.000            SNII    18.8                   None          -99                                  UGC8701          -99  None
    AT   2005cc            None                      None   13:57:04.850   +41:50:41.78 2005-05-19 00:00:00.000    Unclassified    17.7                   None          -99                                  NGC5383          -99  None
    SN   2005ck            None                      None   13:02:18.720   +28:20:45.49 2005-06-05 00:00:00.000            SNIa    18.7                   None          -99                                    Anon.          -99  None
    AT   2005dp            None                      None   14:27:36.619   +41:15:15.01 2005-08-27 00:00:00.000    Unclassified    16.0                   None          -99                                  NGC5630          -99  None
    SN    2005I            None                      None   14:10:02.861   +17:43:22.40 2005-01-15 00:00:00.000            SNII    18.4                   None          -99                                    IC983          -99  None
    SN    2005T            None                      None   14:26:17.239   +26:14:47.80 2005-01-24 00:00:00.000            SNII    18.4                   None          -99                                   IC4423          -99  None
    SN   2006ae            None                      None   14:48:23.270   +21:47:51.50 2006-02-02 00:00:00.000            SNIa    20.7                   None          -99                                    Anon.          -99  None
    SN   2006am            None                      None   14:27:37.241   +41:15:35.39 2006-02-22 00:00:00.000           SNIIn    18.5                   None          -99                                  NGC5630          -99  None
    AT   2006bi            None                      None   13:59:11.520   +27:52:17.51 2006-03-25 00:00:00.000    Unclassified    18.1                   None          -99                                    Anon.          -99  None
    SN   2006bk            None                      None   15:04:33.610   +35:57:51.08 2006-04-03 00:00:00.000            SNIa    16.9                   None          -99                             MCG+06-33-20          -99  None
    SN   2006by            None                      None   13:26:09.120   +35:55:58.01 2006-05-03 00:00:00.000            SNII    18.2                   None          -99                                  NGC5149          -99  None
    SN   2006cb            None                      None   14:16:31.800   +39:35:15.90 2006-05-05 00:00:00.000            SNIb    17.5                   None          -99                                  NGC5541          -99  None
    SN   2006cg            None                      None   13:05:02.321   +28:44:24.00 2006-05-06 00:00:00.000            SNIa    16.6                   None          -99                                    Anon.          -99  None
    SN   2006cq            None                      None   13:24:25.099   +30:57:22.72 2006-05-29 00:00:00.000            SNIa    17.3                   None          -99                                   IC4239          -99  None
    SN   2006cs            None                      None   13:45:33.890   +35:36:36.61 2006-06-03 00:00:00.000            SNIa    17.8                   None          -99                             MCG+06-30-79          -99  None
    SN   2006cv            None                      None   14:47:47.830   +23:17:58.60 2006-06-01 00:00:00.000           SNIIn    19.1                   None          -99                                    Anon.          -99  None
    SN   2006cw            None                      None   15:03:01.010   +21:41:40.60 2006-06-01 00:00:00.000            SNII    19.4                   None          -99                                    Anon.          -99  None
    SN   2006cy            None                      None   13:08:01.229   +26:06:59.00 2006-06-09 00:00:00.000           SNIIn    17.2                   None          -99                                    Anon.          -99  None
    SN   2006dh            None                      None   13:41:43.080   +40:52:36.80 2006-06-21 00:00:00.000            SNIa    18.4                   None          -99                                  UGC8670          -99  None
    SN   2006ed            None                      None   15:03:50.640   +42:06:48.49 2006-08-18 00:00:00.000            SNII    17.7                   None          -99                                  UGC9684          -99  None
    SN    2006L            None                      None   13:07:11.760   +28:38:46.21 2006-01-17 00:00:00.000           SNIIn    19.9                   None          -99                                    Anon.          -99  None
    SN    2006M            None                      None   13:27:19.759   +31:47:14.50 2006-01-17 00:00:00.000           SNIIn    18.5                   None          -99                                    Anon.          -99  None
    SN   2006qp            None                      None   14:42:30.650   +28:43:25.90 2006-11-25 00:00:00.000           SNIIb    17.1                   None          -99                                  NGC5735          -99  None
    SN   2006ss            None                      None   14:20:27.461   +35:11:42.68 2006-12-17 00:00:00.000           SNIIb    17.6                   None          -99                                  NGC5579          -99  None
    SN    2006W            None                      None   14:27:26.090   +25:31:09.80 2006-02-05 00:00:00.000            SNII    16.6                   None          -99                                  UGC9265          -99  None
    AT    2006Z            None                      None   13:44:58.070   +26:18:25.70 2006-02-01 00:00:00.000    Unclassified    20.4                   None          -99                                    Anon.          -99  None
    SN   2007bf            None                      None   14:15:12.050   +15:44:11.80 2007-04-08 00:00:00.000            SNII    17.8                   None          -99                                  UGC9121          -99  None
    SN   2007dd            None                      None   13:52:49.980   +20:29:49.49 2007-04-04 00:00:00.000            SNIa    18.2                   None          -99                                    Anon.          -99  None
    SN   2007de            None                      None   14:07:39.890   +19:28:04.80 2007-04-04 00:00:00.000            SNIa    19.7                   None          -99                                    Anon.          -99  None
    SN   2007du            None                      None   13:21:54.910   +23:02:26.81 2007-05-04 00:00:00.000            SNIa    18.8                   None          -99                                    Anon.          -99  None
    SN   2007dv            None                      None   14:00:51.019   +22:57:28.40 2007-05-04 00:00:00.000            SNIa    19.0                   None          -99                                    Anon.          -99  None
    SN   2007dw            None                      None   14:36:38.681   +14:40:14.20 2007-05-06 00:00:00.000            SNII    19.0                   None          -99                                    Anon.          -99  None
    SN   2007ee            None                      None   14:47:47.340   +16:49:53.11 2007-05-28 00:00:00.000            SNIa    19.4                   None          -99                                    Anon.          -99  None
    SN   2007fd            None                      None   14:16:19.030   +36:13:01.31 2007-06-30 00:00:00.000            SNIa    19.5                   None          -99                                    Anon.          -99  None
    SN   2007fe            None                      None   14:25:56.090   +46:26:56.90 2007-06-30 00:00:00.000            SNII    18.7                   None          -99                                    Anon.          -99  None
    SN   2007fg            None                      None   14:07:36.670   +38:40:49.30 2007-07-03 00:00:00.000            SNII    18.1                   None          -99                                    Anon.          -99  None
    SN   2007fy            None                      None   14:47:49.469   +29:30:16.49 2007-07-18 00:00:00.000            SNII    20.0                   None          -99                                    Anon.          -99  None
    SN   2007gc            None                      None   14:47:47.321   +30:28:14.48 2007-07-18 00:00:00.000            SNIa    19.3                   None          -99                                    Anon.          -99  None
    AT   2007kc            None                      None   13:21:34.920   +42:16:50.02 2007-09-21 00:00:00.000    Unclassified    15.8                   None          -99                                  UGC8400          -99  None
    SN    2007O            None                      None   14:56:05.179   +45:24:16.88 2007-01-21 00:00:00.000            SNIa    16.8                   None          -99                                  UGC9612          -99  None
    SN    2007Q            None                      None   15:13:08.071   +41:15:40.10 2007-01-03 00:00:00.000            SNII    17.8                   None          -99                                  NGC5888          -99  None
    SN   2007va            None                      None   14:26:23.239   +35:35:29.11 2007-08-08 00:00:00.000           SNIIn     0.0                   None          -99                                    Anon.          -99  None
    SN   2008aj            None                      None   13:33:06.331   +33:08:58.99 2008-02-13 00:00:00.000           SNIIn    16.9                   None          -99                             MCG+06-30-34          -99  None
    AT   2008av            None                      None   14:57:26.270   +23:23:48.30 2008-03-02 00:00:00.000    Unclassified    19.1                   None          -99                                    Anon.          -99  None
    SN    2008B            None                      None   15:02:43.649   +23:20:07.80 2008-01-02 00:00:00.000           SNIIn    16.4                   None       0.0188                                  NGC5829          -99  None
    SN   2008bl            None                      None   14:30:11.820   +27:32:05.60 2008-03-25 00:00:00.000            SNII    16.2                   None          -99                                  UGC9317          -99  None
    SN   2008bx            None                      None   14:54:39.000   +42:01:22.51 2008-04-22 00:00:00.000            SNII    15.5                   None          -99                                    Anon.          -99  None
    SN   2008ck            None                      None   15:22:42.300   +30:22:08.00 2008-04-27 00:00:00.000            SNIa    19.3                   None          -99                                    Anon.          -99  None
    SN   2008dk            None                      None   14:56:13.330   +18:51:14.11 2008-05-07 00:00:00.000            SNIa    19.6                   None          -99                                    Anon.          -99  None
    SN   2008do            None                      None   13:05:13.481   +31:59:35.41 2008-06-20 00:00:00.000            SNII    18.4                   None          -99                                  UGC8179          -99  None
    SN   2008dw            None                      None   14:00:56.270   +41:00:29.02 2008-07-02 00:00:00.000            SNII    17.2                   None          -99                                    Anon.          -99  None
    SN   2008dz            None                      None   13:23:11.921   +43:05:34.30 2008-07-02 00:00:00.000            SNII    17.4                   None          -99                                  NGC5123          -99  None
    SN   2008fe            None                      None   14:53:48.259   +20:06:45.50 2008-08-30 00:00:00.000           SNIIP    19.2                   None          -99                                  UGC9578          -99  None
    SN    2008U            None                      None   13:59:48.269   +40:22:51.60 2008-01-20 00:00:00.000            SNII    18.4                   None          -99                                  UGC8917          -99  None
    SN   2009at            None                      None   13:46:26.681   +46:06:09.11 2009-03-11 00:00:00.000            SNII    16.5                   None          -99                                  NGC5301          -99  None
    SN   2009av            None                      None   14:23:55.819   +35:11:05.21 2009-03-02 00:00:00.000            SNIa    18.6                   None          -99                                    Anon.          -99  None
    SN   2009bg            None                      None   13:27:10.500   +31:30:32.51 2009-03-17 00:00:00.000            SNIa    19.2                   None          -99                                    Anon.          -99  None
    SN   2009bi            None                      None   14:29:39.610   +39:09:32.80 2009-03-17 00:00:00.000            SNIa    20.0                   None          -99                                    Anon.          -99  None
    SN   2009bj            None                      None   14:18:58.680   +35:23:16.12 2009-03-17 00:00:00.000            SNII    19.2                   None          -99                                    Anon.          -99  None
    SN   2009bk            None                      None   14:15:43.289   +16:11:59.10 2009-03-17 00:00:00.000            SNII    18.6                   None          -99                                    Anon.          -99  None
    SN   2009bp            None                      None   14:07:49.750   +36:38:37.10 2009-03-17 00:00:00.000            SNIa    17.6                   None          -99                                    Anon.          -99  None
    SN   2009bv            None                      None   13:07:20.470   +35:47:03.80 2009-03-27 00:00:00.000            SNIa    18.1                   None          -99                                   IC4199          -99  None
    SN   2009ce            None                      None   14:31:01.130   +25:46:57.90 2009-03-02 00:00:00.000            SNIa    19.4                   None          -99                                    Anon.          -99  None
    SN   2009cf            None                      None   14:53:37.339   +18:21:08.32 2009-03-02 00:00:00.000            SNIb    20.1                   None          -99                                    Anon.          -99  None
    SN   2009cl            None                      None   13:21:45.151   +42:33:06.19 2009-03-21 00:00:00.000            SNIa    20.2                   None          -99                                    Anon.          -99  None
    SN   2009cs            None                      None   14:15:19.361   +16:25:14.02 2009-03-25 00:00:00.000            SNIa    19.7                   None          -99                                    Anon.          -99  None
    SN   2009db            None                      None   14:21:54.629   +26:01:01.99 2009-03-19 00:00:00.000            SNIa    18.4                   None          -99                                    Anon.          -99  None
    SN   2009dh            None                      None   13:58:19.380   +20:10:51.10 2009-03-03 00:00:00.000           SNIIP    18.8                   None          -99                                    Anon.          -99  None
    SN   2009dj            None                      None   13:58:34.750   +31:12:52.31 2009-03-24 00:00:00.000            SNIa    19.1                   None          -99                                    Anon.          -99  None
    SN   2009dw            None                      None   13:36:09.451   +34:03:19.01 2009-04-21 00:00:00.000           SNIIP    19.2                   None          -99                                    Anon.          -99  None
    SN   2009dy            None                      None   15:01:04.030   +43:13:13.91 2009-04-22 00:00:00.000            SNIa    18.4                   None          -99                                    Anon.          -99  None
    SN   2009eg            None                      None   14:54:15.470   +18:57:52.81 2009-03-31 00:00:00.000            SNIa    17.6                   None          -99                                    Anon.          -99  None
